pedestrian_id,start_unix_ts,speed_mps,profile_json,ean
873,1749723037,1.49,"{""type"": ""business""}",
74,1749723125,1.42,"{""type"": ""business""}",3760151013287
342,1749723492,1.15,"{""type"": ""leisure""}",3292050131873
781,1749723503,1.02,"{""type"": ""leisure""}",3596710349524
781,1749723503,1.02,"{""type"": ""leisure""}",27066577
781,1749723503,1.02,"{""type"": ""leisure""}",20638634
781,1749723503,1.02,"{""type"": ""leisure""}",3574661797595
781,1749723503,1.02,"{""type"": ""leisure""}",8410152053059
408,1749723509,1.07,"{""type"": ""leisure""}",4056489194132
408,1749723509,1.07,"{""type"": ""leisure""}",3781604505500
408,1749723509,1.07,"{""type"": ""leisure""}",7613269799184
551,1749723679,0.73,"{""type"": ""browser""}",
670,1749723777,1.6,"{""type"": ""business""}",3014680041649
670,1749723777,1.6,"{""type"": ""business""}",3560071237486
857,1749723784,1.42,,
940,1749723885,1.65,"{""type"": ""business""}",3700392498894
126,1749723966,1.15,"{""type"": ""leisure""}",3760164860472
126,1749723966,1.15,"{""type"": ""leisure""}",3564700027509
126,1749723966,1.15,"{""type"": ""leisure""}",3242272907459
126,1749723966,1.15,"{""type"": ""leisure""}",5410228142119
126,1749723966,1.15,"{""type"": ""leisure""}",3564700010853
298,1749724093,1.43,"{""type"": ""business""}",3662790000379
298,1749724093,1.43,"{""type"": ""business""}",3560070338641
300,1749724109,0.86,"{""type"": ""browser""}",
63,1749724123,1.76,"{""type"": ""rushed""}",
245,1749724198,1.79,"{""type"": ""rushed""}",3222473960279
142,1749724199,0.96,"{""type"": ""leisure""}",3564700701256
142,1749724199,0.96,"{""type"": ""leisure""}",3700105267007
142,1749724199,0.96,"{""type"": ""leisure""}",3596710496310
142,1749724199,0.96,"{""type"": ""leisure""}",3263859855116
241,1749724245,1.53,"{""type"": ""business""}",
698,1749724376,1.4,"{""type"": ""business""}",3700613100407
832,1749724541,1.93,"{""type"": ""rushed""}",
907,1749724547,1.65,"{""type"": ""rushed""}",
750,1749724570,1.72,"{""type"": ""rushed""}",3564980000162
181,1749724612,0.91,"{""type"": ""leisure""}",3270190119968
181,1749724612,0.91,"{""type"": ""leisure""}",8437000199175
181,1749724612,0.91,"{""type"": ""leisure""}",3107872006769
181,1749724612,0.91,"{""type"": ""leisure""}",3596710416929
715,1749724650,0.81,"{""type"": ""browser""}",
62,1749724669,1.1,"{""type"": ""leisure""}",3323790301353
62,1749724669,1.1,"{""type"": ""leisure""}",3290352013156
62,1749724669,1.1,"{""type"": ""leisure""}",3266110059391
548,1749724890,0.89,,
968,1749724960,1.83,"{""type"": ""rushed""}",
756,1749725011,1.88,"{""type"": ""rushed""}",3250390268642
117,1749725012,0.98,"{""type"": ""leisure""}",3560070386352
685,1749725037,1.36,"{""type"": ""business""}",3019080066018
685,1749725037,1.36,"{""type"": ""business""}",3372900018155
682,1749725053,0.77,"{""type"": ""browser""}",
708,1749725073,1.79,"{""type"": ""rushed""}",
221,1749725082,0.88,"{""type"": ""browser""}",
620,1749725091,1.47,"{""type"": ""business""}",6130534000031
41,1749725133,1.18,"{""type"": ""leisure""}",3760270250051
41,1749725133,1.18,"{""type"": ""leisure""}",3257986406709
876,1749725150,1.52,"{""type"": ""business""}",3564700126790
981,1749725195,1.56,,7613035866386
451,1749725287,0.98,,3250390145905
377,1749725559,1.15,"{""type"": ""leisure""}",20402846
377,1749725559,1.15,"{""type"": ""leisure""}",3222477763524
377,1749725559,1.15,"{""type"": ""leisure""}",3468570726299
164,1749725618,1.35,,3410280024547
638,1749725705,1.1,"{""type"": ""leisure""}",7610248506504
638,1749725705,1.1,"{""type"": ""leisure""}",3257981230804
638,1749725705,1.1,"{""type"": ""leisure""}",2013603799996
638,1749725705,1.1,"{""type"": ""leisure""}",3602826450273
354,1749725763,1.41,"{""type"": ""business""}",
936,1749725772,1.36,"{""type"": ""business""}",3700392470814
936,1749725772,1.36,"{""type"": ""business""}",20681760
692,1749725819,1.05,"{""type"": ""leisure""}",3222476137456
692,1749725819,1.05,"{""type"": ""leisure""}",3199240000752
225,1749725890,1.55,"{""type"": ""business""}",2022000015769
284,1749725903,1.61,,8002270044892
990,1749725938,1.61,"{""type"": ""rushed""}",
61,1749726039,0.79,"{""type"": ""browser""}",
772,1749726048,0.84,"{""type"": ""browser""}",
320,1749726110,1.83,"{""type"": ""rushed""}",
306,1749726221,0.69,"{""type"": ""browser""}",
257,1749726226,1.59,"{""type"": ""business""}",5401029125494
257,1749726226,1.59,"{""type"": ""business""}",3263859284114
159,1749726256,1.42,"{""type"": ""business""}",
845,1749726308,1.09,,3760188850008
845,1749726308,1.09,,5000112620801
845,1749726308,1.09,,3760085320024
845,1749726308,1.09,,3263857999997
837,1749726387,1.63,,20681760
639,1749726511,0.73,"{""type"": ""browser""}",
25,1749726556,1.36,"{""type"": ""business""}",3596710428083
25,1749726556,1.36,"{""type"": ""business""}",3596710184149
520,1749726570,1.81,"{""type"": ""rushed""}",
922,1749726592,0.66,,
765,1749726599,1.82,,
176,1749726670,1.74,"{""type"": ""rushed""}",
759,1749726689,1.63,"{""type"": ""business""}",3329630904906
759,1749726689,1.63,"{""type"": ""business""}",3770001605395
528,1749726738,1.01,"{""type"": ""leisure""}",0209558017717
178,1749726740,0.95,"{""type"": ""leisure""}",5099873088654
178,1749726740,0.95,"{""type"": ""leisure""}",0203190007877
178,1749726740,0.95,"{""type"": ""leisure""}",3560070583409
877,1749726934,1.66,"{""type"": ""rushed""}",26033105
467,1749726935,0.86,"{""type"": ""browser""}",
541,1749727029,1.18,"{""type"": ""leisure""}",3560071176846
541,1749727029,1.18,"{""type"": ""leisure""}",3061990138248
289,1749727191,1.65,"{""type"": ""rushed""}",3614900924785
187,1749727296,0.71,"{""type"": ""browser""}",
226,1749727438,1.78,"{""type"": ""rushed""}",3423790000048
435,1749727447,1.98,"{""type"": ""rushed""}",
98,1749727456,1.11,"{""type"": ""leisure""}",3256221134797
98,1749727456,1.11,"{""type"": ""leisure""}",3439496601526
98,1749727456,1.11,"{""type"": ""leisure""}",3033710019397
219,1749727488,1.51,"{""type"": ""business""}",3270190166795
219,1749727488,1.51,"{""type"": ""business""}",0207638055635
215,1749727522,1.42,"{""type"": ""business""}",3760039501738
586,1749727527,1.15,"{""type"": ""leisure""}",3560070617814
586,1749727527,1.15,"{""type"": ""leisure""}",3222476755629
586,1749727527,1.15,"{""type"": ""leisure""}",3263850754210
667,1749727872,1.89,"{""type"": ""rushed""}",3760208030120
431,1749727934,1.79,"{""type"": ""rushed""}",7640134912119
784,1749727943,0.63,"{""type"": ""browser""}",
742,1749728005,1.97,"{""type"": ""rushed""}",
706,1749728007,0.86,"{""type"": ""browser""}",
475,1749728017,1.56,"{""type"": ""business""}",3017760010009
100,1749728050,0.95,"{""type"": ""leisure""}",3270190153085
677,1749728053,1.82,"{""type"": ""rushed""}",3440747500710
899,1749728069,1.48,,5400501953259
119,1749728109,1.54,"{""type"": ""business""}",3560070149506
253,1749728158,1.07,"{""type"": ""leisure""}",3560070341832
906,1749728161,0.94,"{""type"": ""leisure""}",7640134912119
906,1749728161,0.94,"{""type"": ""leisure""}",4909411084318
906,1749728161,0.94,"{""type"": ""leisure""}",3596710418343
906,1749728161,0.94,"{""type"": ""leisure""}",3254560599956
21,1749728188,1.61,"{""type"": ""business""}",20381417
340,1749728321,1.65,"{""type"": ""rushed""}",
603,1749728362,1.08,"{""type"": ""leisure""}",3256228975997
603,1749728362,1.08,"{""type"": ""leisure""}",20977993
603,1749728362,1.08,"{""type"": ""leisure""}",00206310
603,1749728362,1.08,"{""type"": ""leisure""}",3421557502422
151,1749728371,0.63,,
502,1749728424,1.56,"{""type"": ""business""}",
157,1749728473,0.76,,
919,1749728480,0.65,"{""type"": ""browser""}",
402,1749728496,0.95,"{""type"": ""leisure""}",3700133912573
156,1749728683,1.42,"{""type"": ""business""}",3560070218196
229,1749728711,1.75,"{""type"": ""rushed""}",
414,1749728811,1.04,"{""type"": ""leisure""}",3421557501463
255,1749728857,1.59,"{""type"": ""business""}",3410280020938
209,1749728907,0.97,"{""type"": ""leisure""}",5400606002210
373,1749728987,1.78,"{""type"": ""rushed""}",
755,1749728991,1.09,"{""type"": ""leisure""}",3242272864257
755,1749728991,1.09,"{""type"": ""leisure""}",7613035866393
812,1749729038,1.86,"{""type"": ""rushed""}",
482,1749729072,1.16,"{""type"": ""leisure""}",3596710507580
482,1749729072,1.16,"{""type"": ""leisure""}",3602826461460
482,1749729072,1.16,"{""type"": ""leisure""}",3781406702503
482,1749729072,1.16,"{""type"": ""leisure""}",3600900005586
585,1749729084,1.1,"{""type"": ""leisure""}",25456257
585,1749729084,1.1,"{""type"": ""leisure""}",3560070738168
585,1749729084,1.1,"{""type"": ""leisure""}",3250554107930
199,1749729086,1.09,"{""type"": ""leisure""}",3700520502578
199,1749729086,1.09,"{""type"": ""leisure""}",3560071187620
199,1749729086,1.09,"{""type"": ""leisure""}",3760243010088
732,1749729217,0.77,"{""type"": ""browser""}",
450,1749729219,1.01,,20621353
450,1749729219,1.01,,3760039500380
450,1749729219,1.01,,3268840001008
450,1749729219,1.01,,3770009091008
743,1749729234,1.15,"{""type"": ""leisure""}",3248710362002
743,1749729234,1.15,"{""type"": ""leisure""}",3245414394155
743,1749729234,1.15,"{""type"": ""leisure""}",5400101008281
743,1749729234,1.15,"{""type"": ""leisure""}",3588570002527
80,1749729244,1.45,"{""type"": ""business""}",3080216051529
11,1749729267,1.43,"{""type"": ""business""}",7617014165385
11,1749729267,1.43,"{""type"": ""business""}",3419390003541
9,1749729311,0.68,"{""type"": ""browser""}",
334,1749729351,1.4,"{""type"": ""business""}",3560070328468
980,1749729365,0.99,"{""type"": ""leisure""}",3701205200000
980,1749729365,0.99,"{""type"": ""leisure""}",99461958954352
980,1749729365,0.99,"{""type"": ""leisure""}",8002270876783
980,1749729365,0.99,"{""type"": ""leisure""}",3596710118090
205,1749729426,1.05,"{""type"": ""leisure""}",3582740000016
205,1749729426,1.05,"{""type"": ""leisure""}",27076460
205,1749729426,1.05,"{""type"": ""leisure""}",3492847636004
205,1749729426,1.05,"{""type"": ""leisure""}",4062300048928
619,1749729478,1.54,"{""type"": ""business""}",
404,1749729498,1.18,"{""type"": ""leisure""}",2011000019006
404,1749729498,1.18,"{""type"": ""leisure""}",3484700000091
429,1749729501,1.39,"{""type"": ""business""}",
75,1749729502,1.56,"{""type"": ""business""}",3660014113478
75,1749729502,1.56,"{""type"": ""business""}",3250390009153
361,1749729562,1.64,"{""type"": ""business""}",3560070564453
361,1749729562,1.64,"{""type"": ""business""}",3596710470709
608,1749729587,1.63,"{""type"": ""business""}",3423790000048
538,1749729609,1.03,"{""type"": ""leisure""}",20712907
538,1749729609,1.03,"{""type"": ""leisure""}",3250391331192
538,1749729609,1.03,"{""type"": ""leisure""}",4056489010845
538,1749729609,1.03,"{""type"": ""leisure""}",3582740000016
538,1749729609,1.03,"{""type"": ""leisure""}",3596710496310
680,1749729653,1.41,"{""type"": ""business""}",3700392470784
680,1749729653,1.41,"{""type"": ""business""}",3770003268789
707,1749729731,0.67,"{""type"": ""browser""}",
198,1749729733,0.99,"{""type"": ""leisure""}",3700311801521
198,1749729733,0.99,"{""type"": ""leisure""}",8712561534918
198,1749729733,0.99,"{""type"": ""leisure""}",00897266
198,1749729733,0.99,"{""type"": ""leisure""}",8436547640751
198,1749729733,0.99,"{""type"": ""leisure""}",3292090236194
196,1749729789,0.72,"{""type"": ""browser""}",
761,1749729800,1.56,,3560071237424
761,1749729800,1.56,,3596710536696
77,1749729958,1.16,"{""type"": ""leisure""}",5410228215578
77,1749729958,1.16,"{""type"": ""leisure""}",3700181513265
77,1749729958,1.16,"{""type"": ""leisure""}",7610209060342
77,1749729958,1.16,"{""type"": ""leisure""}",3257986406709
713,1749730145,1.1,"{""type"": ""leisure""}",2000000007762
962,1749730154,1.18,"{""type"": ""leisure""}",3276650100811
962,1749730154,1.18,"{""type"": ""leisure""}",3222472948469
962,1749730154,1.18,"{""type"": ""leisure""}",3565490002127
710,1749730181,1.12,"{""type"": ""leisure""}",3242272981053
971,1749730188,1.16,"{""type"": ""leisure""}",8001440001680
971,1749730188,1.16,"{""type"": ""leisure""}",3596710443420
971,1749730188,1.16,"{""type"": ""leisure""}",3291960010582
971,1749730188,1.16,"{""type"": ""leisure""}",3760149510071
971,1749730188,1.16,"{""type"": ""leisure""}",3410280022581
628,1749730202,1.16,"{""type"": ""leisure""}",7613269307761
628,1749730202,1.16,"{""type"": ""leisure""}",3273120011141
79,1749730222,1.53,,8717644086605
79,1749730222,1.53,,3256220361118
641,1749730316,1.71,"{""type"": ""rushed""}",3560071452445
643,1749730420,1.38,"{""type"": ""business""}",
230,1749730485,0.99,"{""type"": ""leisure""}",5000112609608
230,1749730485,0.99,"{""type"": ""leisure""}",3421557501715
230,1749730485,0.99,"{""type"": ""leisure""}",3068111708229
324,1749730502,1.97,"{""type"": ""rushed""}",3760270250044
924,1749730629,0.71,"{""type"": ""browser""}",
177,1749730665,0.92,,3560070738168
35,1749730682,1.62,"{""type"": ""business""}",
496,1749730836,1.77,"{""type"": ""rushed""}",3596710404483
822,1749730870,1.15,"{""type"": ""leisure""}",8414100357100
78,1749730897,1.89,"{""type"": ""rushed""}",3222477372801
51,1749731032,0.89,"{""type"": ""browser""}",
952,1749731073,0.87,"{""type"": ""browser""}",
918,1749731091,1.44,"{""type"": ""business""}",3254560025745
916,1749731111,0.93,,5449000252920
916,1749731111,0.93,,3178530400540
916,1749731111,0.93,,3760039503183
122,1749731138,1.38,"{""type"": ""business""}",
455,1749731222,0.81,"{""type"": ""browser""}",
263,1749731294,1.8,"{""type"": ""rushed""}",3259456002343
518,1749731353,1.03,"{""type"": ""leisure""}",3596710088478
871,1749731380,1.83,"{""type"": ""rushed""}",3250392729974
387,1749731381,1.53,"{""type"": ""business""}",3124480001405
802,1749731462,1.91,"{""type"": ""rushed""}",
697,1749731504,1.48,"{""type"": ""business""}",00897266
246,1749731638,1.5,"{""type"": ""business""}",
839,1749731677,0.81,"{""type"": ""browser""}",
213,1749731913,1.54,"{""type"": ""business""}",5410013309000
213,1749731913,1.54,"{""type"": ""business""}",3781406702503
490,1749731956,0.84,"{""type"": ""browser""}",
383,1749732076,0.81,,
727,1749732086,0.99,"{""type"": ""leisure""}",3257980972651
344,1749732130,1.59,"{""type"": ""business""}",
395,1749732159,1.88,"{""type"": ""rushed""}",
889,1749732176,0.82,,
291,1749732195,1.81,"{""type"": ""rushed""}",
167,1749732336,0.81,"{""type"": ""browser""}",
934,1749732459,1.0,"{""type"": ""leisure""}",3254381029229
934,1749732459,1.0,"{""type"": ""leisure""}",3250392765910
934,1749732459,1.0,"{""type"": ""leisure""}",3596710400843
400,1749732536,0.98,"{""type"": ""leisure""}",3262970805819
353,1749732551,1.02,"{""type"": ""leisure""}",3282946048996
353,1749732551,1.02,"{""type"": ""leisure""}",3760305040947
348,1749732610,0.63,"{""type"": ""browser""}",
338,1749732620,1.14,,7610695004189
338,1749732620,1.14,,3560070559084
338,1749732620,1.14,,3222473216246
338,1749732620,1.14,,3222475461071
338,1749732620,1.14,,3770003785415
331,1749732644,1.48,"{""type"": ""business""}",3222471017746
331,1749732644,1.48,"{""type"": ""business""}",3596710304448
818,1749732662,0.97,"{""type"": ""leisure""}",3177890002005
807,1749732697,0.78,"{""type"": ""browser""}",
112,1749732713,1.89,,3257980698209
454,1749732855,1.4,"{""type"": ""business""}",
854,1749732858,1.52,"{""type"": ""business""}",3560070811762
854,1749732858,1.52,"{""type"": ""business""}",3560071237424
17,1749732892,1.4,"{""type"": ""business""}",
973,1749732918,1.91,"{""type"": ""rushed""}",3564700027479
776,1749732931,1.83,"{""type"": ""rushed""}",3564700769188
397,1749733071,1.12,,3222475628313
397,1749733071,1.12,,3560070319961
449,1749733119,1.57,"{""type"": ""business""}",
195,1749733197,1.81,"{""type"": ""rushed""}",
699,1749733266,1.62,"{""type"": ""rushed""}",
763,1749733308,1.1,,3450970027694
763,1749733308,1.1,,3302742703025
763,1749733308,1.1,,3700152400211
364,1749733325,1.82,,3760299411211
268,1749733391,1.1,"{""type"": ""leisure""}",3178530414042
268,1749733391,1.1,"{""type"": ""leisure""}",3254560017658
268,1749733391,1.1,"{""type"": ""leisure""}",4311501651179
268,1749733391,1.1,"{""type"": ""leisure""}",3257986406709
471,1749733439,0.83,"{""type"": ""browser""}",
645,1749733442,1.85,"{""type"": ""rushed""}",
758,1749733483,0.75,"{""type"": ""browser""}",
505,1749733518,1.46,"{""type"": ""business""}",3596710338351
505,1749733518,1.46,"{""type"": ""business""}",8002461871870
330,1749733546,0.71,,
887,1749733601,1.16,"{""type"": ""leisure""}",2000000039541
279,1749733677,1.13,"{""type"": ""leisure""}",8437014001167
279,1749733677,1.13,"{""type"": ""leisure""}",00898607
279,1749733677,1.13,"{""type"": ""leisure""}",3760039500526
237,1749733889,1.79,,2011000019006
702,1749733895,1.49,"{""type"": ""business""}",3270190007050
642,1749733910,1.02,"{""type"": ""leisure""}",3263857999997
642,1749733910,1.02,"{""type"": ""leisure""}",3222476785251
572,1749733933,1.0,"{""type"": ""leisure""}",4056489103882
572,1749733933,1.0,"{""type"": ""leisure""}",3245391237858
572,1749733933,1.0,"{""type"": ""leisure""}",3256223510315
976,1749733955,1.62,"{""type"": ""business""}",3560070949229
208,1749733965,1.62,"{""type"": ""business""}",
728,1749734002,0.63,"{""type"": ""browser""}",
191,1749734016,0.91,"{""type"": ""leisure""}",3760160681774
191,1749734016,0.91,"{""type"": ""leisure""}",5401029125494
191,1749734016,0.91,"{""type"": ""leisure""}",3250391611096
684,1749734048,1.03,,3245414469426
684,1749734048,1.03,,5401029125494
684,1749734048,1.03,,3257980698216
684,1749734048,1.03,,6181100099119
654,1749734072,0.98,"{""type"": ""leisure""}",3166352968591
654,1749734072,0.98,"{""type"": ""leisure""}",3560070309238
654,1749734072,0.98,"{""type"": ""leisure""}",3564980444294
654,1749734072,0.98,"{""type"": ""leisure""}",3323790301353
654,1749734072,0.98,"{""type"": ""leisure""}",8002461871870
275,1749734176,1.2,"{""type"": ""leisure""}",3560071030360
275,1749734176,1.2,"{""type"": ""leisure""}",3760049798272
275,1749734176,1.2,"{""type"": ""leisure""}",5400141090871
275,1749734176,1.2,"{""type"": ""leisure""}",3222472772958
275,1749734176,1.2,"{""type"": ""leisure""}",0420136296939
790,1749734179,1.8,"{""type"": ""rushed""}",3256221115512
152,1749734204,1.01,"{""type"": ""leisure""}",2089970001093
152,1749734204,1.01,"{""type"": ""leisure""}",7613035010550
152,1749734204,1.01,"{""type"": ""leisure""}",3250391467013
282,1749734217,1.12,"{""type"": ""leisure""}",3596710333271
282,1749734217,1.12,"{""type"": ""leisure""}",3163937635008
282,1749734217,1.12,"{""type"": ""leisure""}",3185370045008
282,1749734217,1.12,"{""type"": ""leisure""}",3421557502446
282,1749734217,1.12,"{""type"": ""leisure""}",3560071012854
401,1749734231,1.5,"{""type"": ""business""}",
286,1749734336,1.07,"{""type"": ""leisure""}",3272460151791
286,1749734336,1.07,"{""type"": ""leisure""}",3263859494315
286,1749734336,1.07,"{""type"": ""leisure""}",3099873045864
286,1749734336,1.07,"{""type"": ""leisure""}",3263855092416
286,1749734336,1.07,"{""type"": ""leisure""}",3596710184149
131,1749734345,1.35,"{""type"": ""business""}",
42,1749734364,1.73,,
866,1749734407,1.38,"{""type"": ""business""}",3571495110354
709,1749734414,1.07,,8005658018010
618,1749734471,0.8,"{""type"": ""browser""}",
317,1749734480,0.77,"{""type"": ""browser""}",
525,1749734487,1.48,"{""type"": ""business""}",3123456007892
525,1749734487,1.48,"{""type"": ""business""}",3367651007008
184,1749734530,1.18,"{""type"": ""leisure""}",3700392470814
184,1749734530,1.18,"{""type"": ""leisure""}",3256228433916
184,1749734530,1.18,"{""type"": ""leisure""}",7617014165385
574,1749734733,0.73,"{""type"": ""browser""}",
491,1749734793,1.94,,20840372
804,1749734809,1.47,"{""type"": ""business""}",3350031660368
843,1749734822,1.13,"{""type"": ""leisure""}",3257980017666
843,1749734822,1.13,"{""type"": ""leisure""}",0206028035554
407,1749734880,1.61,"{""type"": ""business""}",3273120011141
280,1749734900,1.72,"{""type"": ""rushed""}",3350033437630
770,1749734900,1.79,,
768,1749734919,1.83,"{""type"": ""rushed""}",
236,1749735031,1.14,,25456257
236,1749735031,1.14,,3263859840815
236,1749735031,1.14,,3273625834504
236,1749735031,1.14,,3099873045864
236,1749735031,1.14,,3596710349524
769,1749735088,0.63,"{""type"": ""browser""}",
115,1749735202,0.7,"{""type"": ""browser""}",
657,1749735211,1.4,"{""type"": ""business""}",3256540002920
986,1749735218,1.43,"{""type"": ""business""}",7617014186946
986,1749735218,1.43,"{""type"": ""business""}",20022952
855,1749735244,1.57,,3564700119440
855,1749735244,1.57,,3500870064661
55,1749735247,1.42,"{""type"": ""business""}",26087078
592,1749735294,1.95,"{""type"": ""rushed""}",
270,1749735359,0.93,,3560071265618
270,1749735359,0.93,,3250391043590
660,1749735387,0.72,"{""type"": ""browser""}",
796,1749735409,1.52,,2000000481166
796,1749735409,1.52,,20402846
853,1749735430,1.6,,0060383747824
84,1749735435,1.55,"{""type"": ""business""}",0420136296939
84,1749735435,1.55,"{""type"": ""business""}",20800925
457,1749735435,0.85,"{""type"": ""browser""}",
914,1749735510,0.71,"{""type"": ""browser""}",
786,1749735521,1.66,"{""type"": ""rushed""}",1704225440007
67,1749735538,1.53,"{""type"": ""business""}",
773,1749735551,1.38,"{""type"": ""business""}",3334803551382
193,1749735570,1.05,"{""type"": ""leisure""}",3163937630102
737,1749735576,1.78,,3760305040961
694,1749735585,1.07,"{""type"": ""leisure""}",3258561471051
351,1749735605,0.93,"{""type"": ""leisure""}",5425015401027
351,1749735605,0.93,"{""type"": ""leisure""}",3245411441982
351,1749735605,0.93,"{""type"": ""leisure""}",3596710450541
351,1749735605,0.93,"{""type"": ""leisure""}",3449865276798
650,1749735665,0.69,"{""type"": ""browser""}",
881,1749735790,1.62,"{""type"": ""business""}",
752,1749735798,0.87,"{""type"": ""browser""}",
897,1749735889,1.07,"{""type"": ""leisure""}",3560070272600
897,1749735889,1.07,"{""type"": ""leisure""}",3222472772958
897,1749735889,1.07,"{""type"": ""leisure""}",99461958954352
521,1749735983,1.74,,3419280053618
453,1749736036,0.81,"{""type"": ""browser""}",
536,1749736049,0.88,"{""type"": ""browser""}",
581,1749736086,1.98,"{""type"": ""rushed""}",
800,1749736179,1.67,"{""type"": ""rushed""}",
27,1749736212,1.41,"{""type"": ""business""}",
359,1749736294,1.09,"{""type"": ""leisure""}",3222476755629
359,1749736294,1.09,"{""type"": ""leisure""}",3760096360057
95,1749736419,1.82,"{""type"": ""rushed""}",
998,1749736487,1.03,"{""type"": ""leisure""}",3700392470814
998,1749736487,1.03,"{""type"": ""leisure""}",3179730121884
998,1749736487,1.03,"{""type"": ""leisure""}",3560071191146
998,1749736487,1.03,"{""type"": ""leisure""}",3760020503529
500,1749736524,1.01,"{""type"": ""leisure""}",3256220267861
500,1749736524,1.01,"{""type"": ""leisure""}",5449000308085
886,1749736543,1.0,"{""type"": ""leisure""}",0088009150612
886,1749736543,1.0,"{""type"": ""leisure""}",3263859840815
886,1749736543,1.0,"{""type"": ""leisure""}",2089970001093
886,1749736543,1.0,"{""type"": ""leisure""}",3450970027694
886,1749736543,1.0,"{""type"": ""leisure""}",3329630901110
96,1749736566,1.78,,
232,1749736591,0.96,"{""type"": ""leisure""}",3770005306007
232,1749736591,0.96,"{""type"": ""leisure""}",3700817700342
104,1749736627,1.37,"{""type"": ""business""}",4909411084318
104,1749736627,1.37,"{""type"": ""business""}",3222473216383
917,1749736755,1.38,"{""type"": ""business""}",3760009539013
336,1749736892,1.84,"{""type"": ""rushed""}",
523,1749736895,1.16,"{""type"": ""leisure""}",3660014113478
939,1749736968,1.09,"{""type"": ""leisure""}",4062300037038
631,1749737087,1.03,"{""type"": ""leisure""}",3258561471051
631,1749737087,1.03,"{""type"": ""leisure""}",3250391191215
631,1749737087,1.03,"{""type"": ""leisure""}",3700105267007
631,1749737087,1.03,"{""type"": ""leisure""}",0253011009184
982,1749737116,0.86,"{""type"": ""browser""}",
13,1749737117,1.47,"{""type"": ""business""}",3270160385430
13,1749737117,1.47,"{""type"": ""business""}",3760188850008
183,1749737185,1.82,,9013387000007
711,1749737250,0.98,"{""type"": ""leisure""}",3596710492503
130,1749737318,1.64,"{""type"": ""business""}",3123456007892
564,1749737353,0.93,"{""type"": ""leisure""}",5024373301293
564,1749737353,0.93,"{""type"": ""leisure""}",7610200423955
564,1749737353,0.93,"{""type"": ""leisure""}",3596710455898
535,1749737443,1.65,,5412983329026
693,1749737477,1.64,"{""type"": ""rushed""}",3222475401527
797,1749737534,1.37,"{""type"": ""business""}",99461958954352
966,1749737583,1.63,"{""type"": ""rushed""}",5410228217312
605,1749737714,1.47,"{""type"": ""business""}",3700392470852
403,1749737746,1.35,"{""type"": ""business""}",
256,1749737765,1.47,,
285,1749737847,1.48,"{""type"": ""business""}",
782,1749737851,1.47,"{""type"": ""business""}",
539,1749737973,0.69,"{""type"": ""browser""}",
180,1749737977,1.38,,3095757905019
999,1749738042,1.45,"{""type"": ""business""}",3661112800826
552,1749738075,1.39,"{""type"": ""business""}",
900,1749738076,0.66,"{""type"": ""browser""}",
250,1749738133,1.04,"{""type"": ""leisure""}",3560070819959
250,1749738133,1.04,"{""type"": ""leisure""}",3760155712056
250,1749738133,1.04,"{""type"": ""leisure""}",3760149510095
206,1749738210,1.94,,3564700757512
760,1749738226,0.8,"{""type"": ""browser""}",
590,1749738258,0.89,"{""type"": ""browser""}",
264,1749738392,1.68,"{""type"": ""rushed""}",3560070738168
349,1749738399,1.07,"{""type"": ""leisure""}",3250392259747
349,1749738399,1.07,"{""type"": ""leisure""}",3107872000606
349,1749738399,1.07,"{""type"": ""leisure""}",3250391217021
349,1749738399,1.07,"{""type"": ""leisure""}",3329480013100
349,1749738399,1.07,"{""type"": ""leisure""}",3596710400843
114,1749738410,1.55,"{""type"": ""business""}",3781604505500
555,1749738518,0.62,"{""type"": ""browser""}",
868,1749738523,0.89,"{""type"": ""browser""}",
73,1749738563,1.79,"{""type"": ""rushed""}",
530,1749738608,1.01,,3560070330980
920,1749738653,1.1,,7610695004189
519,1749738794,0.83,"{""type"": ""browser""}",
810,1749738823,0.93,"{""type"": ""leisure""}",3222475956034
810,1749738823,0.93,"{""type"": ""leisure""}",3257981174412
810,1749738823,0.93,"{""type"": ""leisure""}",3700392470852
810,1749738823,0.93,"{""type"": ""leisure""}",3245412777356
675,1749738860,1.85,,3596710428083
216,1749738875,1.51,"{""type"": ""business""}",3323790322099
216,1749738875,1.51,"{""type"": ""business""}",3254560027329
1000,1749738955,0.79,"{""type"": ""browser""}",
355,1749738984,0.89,"{""type"": ""browser""}",
20,1749739157,0.88,"{""type"": ""browser""}",
865,1749739321,1.96,"{""type"": ""rushed""}",3760106190018
957,1749739361,1.46,"{""type"": ""business""}",
823,1749739481,1.63,"{""type"": ""business""}",3283040827449
874,1749739482,1.44,"{""type"": ""business""}",
6,1749739542,1.65,,3242272981053
672,1749739721,1.6,"{""type"": ""business""}",
201,1749739774,1.15,,2000000145205
201,1749739774,1.15,,3760305040695
201,1749739774,1.15,,3564884005546
201,1749739774,1.15,,3419390003541
201,1749739774,1.15,,3700392470784
943,1749739786,0.99,"{""type"": ""leisure""}",9771276347359
943,1749739786,0.99,"{""type"": ""leisure""}",3266140059798
943,1749739786,0.99,"{""type"": ""leisure""}",3602826450273
943,1749739786,0.99,"{""type"": ""leisure""}",3700520500987
325,1749739826,1.73,"{""type"": ""rushed""}",
869,1749739883,0.88,"{""type"": ""browser""}",
